Autostrada, Station ,Zählstellenname,Zählstellen-nummer,Abschnitt (von - bis),Richtung,Fahrzeugklasse,DTVMS Mo-So Kfz/24h,DTVMS Mo-Fr Kfz/24h,DTVMS Mo Kfz/24h,DTVDD Di-So Kfz/24h,DTVFR Fr Kfz/24h,DTVSA Kfz/24h,DTVSF Sonn- und Feiertage Kfz/24h,Datengüte,
A09, 71.9 ,Selzthaltunnel,402,Rottenmann - Liezen,Kn. Voralpenkreuz,Kfz,"16,098","15,911","17,112","15,198","17,044","16,409","16,544",Messung,
A09, 71.9 ,Selzthaltunnel,402,Rottenmann - Liezen,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,104","2,905","4,369","2,937","1,945",619,289,Messung,
A09, 71.9 ,Selzthaltunnel,402,Rottenmann - Liezen,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","13,994","13,006","12,743","12,261","15,099","15,790","16,255",Messung,
A09, 71.9 ,Selzthaltunnel,402,gesamt,gesamt,Kfz,"29,541","30,130","29,452","29,130","33,139","28,854","27,936",Messung,
A09, 71.9 ,Selzthaltunnel,402,gesamt,gesamt,"Kfz > 3,5t hzG","4,261","5,766","6,790","5,862","4,903","1,946",537,Messung,
A09, 71.9 ,Selzthaltunnel,402,gesamt,gesamt,"Kfz <= 3,5t hzG","25,280","24,364","22,662","23,268","28,236","26,908","27,399",Messung,
A09, 90.4 ,Schattenberg,408,Trieben - Treglwang,Staatsgrenze Spielfeld,Kfz,"10,942","11,105","9,166","10,794","13,076","10,431","10,713","12,9% Tage geschätzt",
A09, 90.4 ,Schattenberg,408,Trieben - Treglwang,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,102","2,784","2,334","2,838","2,914","1,330",232,Messung,
A09, 90.4 ,Schattenberg,408,Trieben - Treglwang,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","8,840","8,321","6,832","7,956","10,162","9,101","10,481","12,9% Tage geschätzt",
A09, 90.4 ,Schattenberg,408,Treglwang - Trieben,Kn. Voralpenkreuz,Kfz,"13,161","12,618","13,384","11,960","13,870","13,885","14,577","12,9% Tage geschätzt",
A09, 90.4 ,Schattenberg,408,Treglwang - Trieben,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,053","2,831","4,284","2,860","1,884",602,295,Messung,
A09, 90.4 ,Schattenberg,408,Treglwang - Trieben,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","11,108","9,787","9,100","9,100","11,986","13,283","14,282","12,9% Tage geschätzt",
A09, 90.4 ,Schattenberg,408,gesamt,gesamt,Kfz,"24,103","23,723","22,550","22,754","26,946","24,316","25,290","12,9% Tage geschätzt",
A09, 90.4 ,Schattenberg,408,gesamt,gesamt,"Kfz > 3,5t hzG","4,155","5,615","6,618","5,698","4,798","1,932",527,Messung,
A09, 90.4 ,Schattenberg,408,gesamt,gesamt,"Kfz <= 3,5t hzG","19,948","18,108","15,932","17,056","22,148","22,384","24,763","12,9% Tage geschätzt",
A09, 101.1 ,Schoberpaß,414,Treglwang - Kalwang,Staatsgrenze Spielfeld,Kfz,"11,183","11,362","9,730","11,005","13,268","10,775","10,831","54,8% Tage geschätzt",
A09, 101.1 ,Schoberpaß,414,Treglwang - Kalwang,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,128","2,821","2,362","2,878","2,947","1,341",227,Messung,
A09, 101.1 ,Schoberpaß,414,Treglwang - Kalwang,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","9,055","8,541","7,368","8,127","10,321","9,434","10,604","54,8% Tage geschätzt",
A09, 101.1 ,Schoberpaß,414,Kalwang - Treglwang,Kn. Voralpenkreuz,Kfz,"13,969","13,510","14,646","12,828","14,601","14,499","15,220",Messung,
A09, 101.1 ,Schoberpaß,414,Kalwang - Treglwang,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,084","2,880","4,376","2,911","1,902",578,300,Messung,
A09, 101.1 ,Schoberpaß,414,Kalwang - Treglwang,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","11,885","10,630","10,270","9,917","12,699","13,921","14,920",Messung,
A09, 101.1 ,Schoberpaß,414,gesamt,gesamt,Kfz,"25,152","24,872","24,376","23,833","27,869","25,274","26,051","54,8% Tage geschätzt",
A09, 101.1 ,Schoberpaß,414,gesamt,gesamt,"Kfz > 3,5t hzG","4,212","5,701","6,738","5,789","4,849","1,919",527,Messung,
A09, 101.1 ,Schoberpaß,414,gesamt,gesamt,"Kfz <= 3,5t hzG","20,940","19,171","17,638","18,044","23,020","23,355","25,524","54,8% Tage geschätzt",
A09, 111.6 ,Liesingau,420,Kalwang - Mautern,Staatsgrenze Spielfeld,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 111.6 ,Liesingau,420,Kalwang - Mautern,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,134","2,830","2,374","2,880","2,973","1,348",223,Messung,
A09, 111.6 ,Liesingau,420,Kalwang - Mautern,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 111.6 ,Liesingau,420,Mautern - Kalwang,Kn. Voralpenkreuz,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 111.6 ,Liesingau,420,Mautern - Kalwang,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,091","2,887","4,405","2,918","1,896",578,310,Messung,
A09, 111.6 ,Liesingau,420,Mautern - Kalwang,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 111.6 ,Liesingau,420,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 111.6 ,Liesingau,420,gesamt,gesamt,"Kfz > 3,5t hzG","4,225","5,717","6,779","5,798","4,869","1,926",533,Messung,
A09, 111.6 ,Liesingau,420,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 124.4 ,Liesing,426,Kammern - Traboch,Staatsgrenze Spielfeld,Kfz,"11,198","11,398","9,637","11,093","13,248","10,683","10,840",Messung,
A09, 124.4 ,Liesing,426,Kammern - Traboch,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,145","2,847","2,408","2,887","3,007","1,345",221,Messung,
A09, 124.4 ,Liesing,426,Kammern - Traboch,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","9,053","8,551","7,229","8,206","10,241","9,338","10,619",Messung,
A09, 124.4 ,Liesing,426,Traboch - Kammern,Kn. Voralpenkreuz,Kfz,"13,601","13,112","13,919","12,455","14,335","14,218","14,904",Messung,
A09, 124.4 ,Liesing,426,Traboch - Kammern,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,105","2,907","4,443","2,934","1,915",569,321,Messung,
A09, 124.4 ,Liesing,426,Traboch - Kammern,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","11,496","10,205","9,476","9,521","12,420","13,649","14,583",Messung,
A09, 124.4 ,Liesing,426,gesamt,gesamt,Kfz,"24,799","24,510","23,556","23,548","27,583","24,901","25,744",Messung,
A09, 124.4 ,Liesing,426,gesamt,gesamt,"Kfz > 3,5t hzG","4,250","5,754","6,851","5,821","4,922","1,914",542,Messung,
A09, 124.4 ,Liesing,426,gesamt,gesamt,"Kfz <= 3,5t hzG","20,549","18,756","16,705","17,727","22,661","22,987","25,202",Messung,
A09, 131.5 ,St. Michael In Der Oberstmk,432,Terminal St. Michael - Kn. St. Michael,Staatsgrenze Spielfeld,Kfz,"13,362","13,831","12,030","13,567","15,597","12,498","12,297","6,5% Tage geschätzt",
A09, 131.5 ,St. Michael In Der Oberstmk,432,Terminal St. Michael - Kn. St. Michael,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,276","3,037","2,636","3,080","3,163","1,361",225,Messung,
A09, 131.5 ,St. Michael In Der Oberstmk,432,Terminal St. Michael - Kn. St. Michael,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","11,086","10,794","9,394","10,487","12,434","11,137","12,072","6,5% Tage geschätzt",
A09, 131.5 ,St. Michael In Der Oberstmk,432,Kn. St. Michael - Terminal St. Michael,Kn. Voralpenkreuz,Kfz,"15,362","15,175","16,071","14,535","16,303","15,587","15,865",Messung,
A09, 131.5 ,St. Michael In Der Oberstmk,432,Kn. St. Michael - Terminal St. Michael,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,222","3,075","4,637","3,105","2,058",577,333,Messung,
A09, 131.5 ,St. Michael In Der Oberstmk,432,Kn. St. Michael - Terminal St. Michael,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","13,140","12,100","11,434","11,430","14,245","15,010","15,532",Messung,
A09, 131.5 ,St. Michael In Der Oberstmk,432,gesamt,gesamt,Kfz,"28,724","29,006","28,101","28,102","31,900","28,085","28,162","6,5% Tage geschätzt",
A09, 131.5 ,St. Michael In Der Oberstmk,432,gesamt,gesamt,"Kfz > 3,5t hzG","4,498","6,112","7,273","6,185","5,221","1,938",558,Messung,
A09, 131.5 ,St. Michael In Der Oberstmk,432,gesamt,gesamt,"Kfz <= 3,5t hzG","24,226","22,894","20,828","21,917","26,679","26,147","27,604","6,5% Tage geschätzt",
A09, 137.4 ,Gleinalmtunnel,6086,Kn. St. Michael - Übelbach,Staatsgrenze Spielfeld,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 137.4 ,Gleinalmtunnel,6086,Kn. St. Michael - Übelbach,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","1,915","2,527","2,102","2,526","2,782","1,270",202,Messung,
A09, 137.4 ,Gleinalmtunnel,6086,Kn. St. Michael - Übelbach,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 137.4 ,Gleinalmtunnel,6086,Übelbach - Kn. St. Michael,Kn. Voralpenkreuz,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 137.4 ,Gleinalmtunnel,6086,Übelbach - Kn. St. Michael,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","1,815","2,491","3,946","2,475","1,656",533,305,Messung,
A09, 137.4 ,Gleinalmtunnel,6086,Übelbach - Kn. St. Michael,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 137.4 ,Gleinalmtunnel,6086,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 137.4 ,Gleinalmtunnel,6086,gesamt,gesamt,"Kfz > 3,5t hzG","3,730","5,018","6,048","5,001","4,438","1,803",507,Messung,
A09, 137.4 ,Gleinalmtunnel,6086,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 160.7 ,Prenning,438,Übelbach - Kn. Peggau Deutschfeistritz,Staatsgrenze Spielfeld,Kfz,"11,410","12,242","11,055","11,935","13,753","10,394","9,175","16,1% Tage geschätzt",
A09, 160.7 ,Prenning,438,Übelbach - Kn. Peggau Deutschfeistritz,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","1,935","2,553","2,133","2,553","2,805","1,287",205,Messung,
A09, 160.7 ,Prenning,438,Übelbach - Kn. Peggau Deutschfeistritz,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","9,475","9,689","8,922","9,382","10,948","9,107","8,970","16,1% Tage geschätzt",
A09, 160.7 ,Prenning,438,Kn. Peggau Deutschfeistritz - Übelbach,Kn. Voralpenkreuz,Kfz,"13,457","13,271","14,691","12,695","13,916","13,519","14,069",Messung,
A09, 160.7 ,Prenning,438,Kn. Peggau Deutschfeistritz - Übelbach,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","1,837","2,516","4,004","2,502","1,658",521,337,Messung,
A09, 160.7 ,Prenning,438,Kn. Peggau Deutschfeistritz - Übelbach,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","11,620","10,755","10,687","10,193","12,258","12,998","13,732",Messung,
A09, 160.7 ,Prenning,438,gesamt,gesamt,Kfz,"24,867","25,513","25,746","24,630","27,669","23,913","23,244","16,1% Tage geschätzt",
A09, 160.7 ,Prenning,438,gesamt,gesamt,"Kfz > 3,5t hzG","3,772","5,069","6,137","5,055","4,463","1,808",542,Messung,
A09, 160.7 ,Prenning,438,gesamt,gesamt,"Kfz <= 3,5t hzG","21,095","20,444","19,609","19,575","23,206","22,105","22,702","16,1% Tage geschätzt",
A09, 166.0 ,Kn. Peggau-Deutschfeistritz,788,Kn. Peggau Deutschfeistritz - Gratkorn N.,Staatsgrenze Spielfeld,Kfz,"18,772","20,567","19,136","20,258","22,227","16,790","13,815",Messung,
A09, 166.0 ,Kn. Peggau-Deutschfeistritz,788,Kn. Peggau Deutschfeistritz - Gratkorn N.,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,373","3,182","2,839","3,199","3,342","1,343",229,Messung,
A09, 166.0 ,Kn. Peggau-Deutschfeistritz,788,Kn. Peggau Deutschfeistritz - Gratkorn N.,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","16,399","17,385","16,297","17,059","18,885","15,447","13,586",Messung,
A09, 166.0 ,Kn. Peggau-Deutschfeistritz,788,Gratkorn N. - Kn. Peggau Deutschfeistritz,Kn. Voralpenkreuz,Kfz,"21,208","21,930","23,166","21,497","22,312","20,172","19,375",Messung,
A09, 166.0 ,Kn. Peggau-Deutschfeistritz,788,Gratkorn N. - Kn. Peggau Deutschfeistritz,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,285","3,157","4,699","3,193","2,135",580,373,Messung,
A09, 166.0 ,Kn. Peggau-Deutschfeistritz,788,Gratkorn N. - Kn. Peggau Deutschfeistritz,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","18,923","18,773","18,467","18,304","20,177","19,592","19,002",Messung,
A09, 166.0 ,Kn. Peggau-Deutschfeistritz,788,gesamt,gesamt,Kfz,"39,980","42,497","42,302","41,755","44,539","36,962","33,190",Messung,
A09, 166.0 ,Kn. Peggau-Deutschfeistritz,788,gesamt,gesamt,"Kfz > 3,5t hzG","4,658","6,339","7,538","6,392","5,477","1,923",602,Messung,
A09, 166.0 ,Kn. Peggau-Deutschfeistritz,788,gesamt,gesamt,"Kfz <= 3,5t hzG","35,322","36,158","34,764","35,363","39,062","35,039","32,588",Messung,
A09, 170.9 ,Gratkorn,618,Gratkorn Nord - Gratkorn Süd,Staatsgrenze Spielfeld,Kfz,"19,375","21,331","20,191","20,932","23,053","17,143","14,019","32,3% Tage geschätzt",
A09, 170.9 ,Gratkorn,618,Gratkorn Nord - Gratkorn Süd,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,508","3,378","3,046","3,404","3,510","1,352",230,Messung,
A09, 170.9 ,Gratkorn,618,Gratkorn Nord - Gratkorn Süd,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","16,867","17,953","17,145","17,528","19,543","15,791","13,789","32,3% Tage geschätzt",
A09, 170.9 ,Gratkorn,618,Gratkorn Süd - Gratkorn Nord,Kn. Voralpenkreuz,Kfz,"22,397","23,278","24,550","22,816","23,715","21,297","20,046","77,4% Tage geschätzt",
A09, 170.9 ,Gratkorn,618,Gratkorn Süd - Gratkorn Nord,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,424","3,358","4,908","3,403","2,311",588,380,Messung,
A09, 170.9 ,Gratkorn,618,Gratkorn Süd - Gratkorn Nord,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","19,973","19,920","19,642","19,413","21,404","20,709","19,666","77,4% Tage geschätzt",
A09, 170.9 ,Gratkorn,618,gesamt,gesamt,Kfz,"41,772","44,609","44,741","43,748","46,768","38,440","34,065","77,4% Tage geschätzt",
A09, 170.9 ,Gratkorn,618,gesamt,gesamt,"Kfz > 3,5t hzG","4,932","6,736","7,954","6,807","5,821","1,940",610,Messung,
A09, 170.9 ,Gratkorn,618,gesamt,gesamt,"Kfz <= 3,5t hzG","36,840","37,873","36,787","36,941","40,947","36,500","33,455","77,4% Tage geschätzt",
A09, 174.6 ,Plabutschtunnel,444,Graz Nord - Graz Webling,Staatsgrenze Spielfeld,Kfz,"17,647","20,370","18,929","20,118","21,890","14,631","10,127",Messung,
A09, 174.6 ,Plabutschtunnel,444,Graz Nord - Graz Webling,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,451","3,305","2,954","3,328","3,457","1,320",213,Messung,
A09, 174.6 ,Plabutschtunnel,444,Graz Nord - Graz Webling,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","15,196","17,065","15,975","16,790","18,433","13,311","9,914",Messung,
A09, 174.6 ,Plabutschtunnel,444,Graz Webling - Graz Nord,Kn. Voralpenkreuz,Kfz,"19,877","21,120","22,132","21,058","20,675","17,733","16,957",Messung,
A09, 174.6 ,Plabutschtunnel,444,Graz Webling - Graz Nord,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,359","3,271","4,709","3,325","2,268",560,367,Messung,
A09, 174.6 ,Plabutschtunnel,444,Graz Webling - Graz Nord,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","17,518","17,849","17,423","17,733","18,407","17,173","16,590",Messung,
A09, 174.6 ,Plabutschtunnel,444,gesamt,gesamt,Kfz,"37,524","41,490","41,061","41,176","42,565","32,364","27,084",Messung,
A09, 174.6 ,Plabutschtunnel,444,gesamt,gesamt,"Kfz > 3,5t hzG","4,810","6,576","7,663","6,653","5,725","1,880",580,Messung,
A09, 174.6 ,Plabutschtunnel,444,gesamt,gesamt,"Kfz <= 3,5t hzG","32,714","34,914","33,398","34,523","36,840","30,484","26,504",Messung,
A09, 186.2 ,Graz-Webling,446,Graz Webling - Seiersberg,Staatsgrenze Spielfeld,Kfz,"30,635","35,551","34,567","34,933","37,747","26,319","16,310",Messung,
A09, 186.2 ,Graz-Webling,446,Graz Webling - Seiersberg,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,884","3,901","3,692","3,927","3,961","1,428",296,Messung,
A09, 186.2 ,Graz-Webling,446,Graz Webling - Seiersberg,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","27,751","31,650","30,875","31,006","33,786","24,891","16,014",Messung,
A09, 186.2 ,Graz-Webling,446,Seiersberg - Graz Webling,Kn. Voralpenkreuz,Kfz,"35,066","37,923","38,870","37,446","38,596","32,785","26,586","64,5% Tage geschätzt",
A09, 186.2 ,Graz-Webling,446,Seiersberg - Graz Webling,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,840","3,926","5,517","3,981","2,828",688,474,Messung,
A09, 186.2 ,Graz-Webling,446,Seiersberg - Graz Webling,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","32,226","33,997","33,353","33,465","35,768","32,097","26,112","64,5% Tage geschätzt",
A09, 186.2 ,Graz-Webling,446,gesamt,gesamt,Kfz,"65,701","73,474","73,437","72,379","76,343","59,104","42,896","64,5% Tage geschätzt",
A09, 186.2 ,Graz-Webling,446,gesamt,gesamt,"Kfz > 3,5t hzG","5,724","7,827","9,209","7,908","6,789","2,116",770,Messung,
A09, 186.2 ,Graz-Webling,446,gesamt,gesamt,"Kfz <= 3,5t hzG","59,977","65,647","64,228","64,471","69,554","56,988","42,126","64,5% Tage geschätzt",
A09, 190.2 ,HASt Schwarzlsee,470,Kn. Graz West - Schwarzlsee,Staatsgrenze Spielfeld,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 190.2 ,HASt Schwarzlsee,470,Kn. Graz West - Schwarzlsee,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","3,383","4,633","4,513","4,692","4,552","1,436",309,Messung,
A09, 190.2 ,HASt Schwarzlsee,470,Kn. Graz West - Schwarzlsee,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 190.2 ,HASt Schwarzlsee,470,Schwarzlsee - Kn. Graz West,Kn. Voralpenkreuz,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 190.2 ,HASt Schwarzlsee,470,Schwarzlsee - Kn. Graz West,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","3,309","4,607","6,280","4,682","3,409",769,456,Messung,
A09, 190.2 ,HASt Schwarzlsee,470,Schwarzlsee - Kn. Graz West,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 190.2 ,HASt Schwarzlsee,470,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 190.2 ,HASt Schwarzlsee,470,gesamt,gesamt,"Kfz > 3,5t hzG","6,692","9,240","10,793","9,374","7,961","2,205",765,Messung,
A09, 190.2 ,HASt Schwarzlsee,470,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 191.1 ,ASt Schachenwald-IBC,350,Schwarzlsee - Schachenwald,Staatsgrenze Spielfeld,Kfz,"28,247","33,480","32,123","33,108","35,263","21,579","14,376",Messung,
A09, 191.1 ,ASt Schachenwald-IBC,350,Schwarzlsee - Schachenwald,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","3,377","4,625","4,505","4,683","4,546","1,432",303,Messung,
A09, 191.1 ,ASt Schachenwald-IBC,350,Schwarzlsee - Schachenwald,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","24,870","28,855","27,618","28,425","30,717","20,147","14,073",Messung,
A09, 191.1 ,ASt Schachenwald-IBC,350,Schachenwald - Schwarzlsee,Kn. Voralpenkreuz,Kfz,"29,621","32,855","34,807","32,836","31,734","23,646","22,283",Messung,
A09, 191.1 ,ASt Schachenwald-IBC,350,Schachenwald - Schwarzlsee,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","3,301","4,597","6,266","4,672","3,401",767,456,Messung,
A09, 191.1 ,ASt Schachenwald-IBC,350,Schachenwald - Schwarzlsee,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","26,320","28,258","28,541","28,164","28,333","22,879","21,827",Messung,
A09, 191.1 ,ASt Schachenwald-IBC,350,gesamt,gesamt,Kfz,"57,868","66,335","66,930","65,944","66,997","45,225","36,659",Messung,
A09, 191.1 ,ASt Schachenwald-IBC,350,gesamt,gesamt,"Kfz > 3,5t hzG","6,678","9,222","10,771","9,355","7,947","2,199",759,Messung,
A09, 191.1 ,ASt Schachenwald-IBC,350,gesamt,gesamt,"Kfz <= 3,5t hzG","51,190","57,113","56,159","56,589","59,050","43,026","35,900",Messung,
A09, 194.4 ,Wundschuh,6070,Kalsdorf - Werndorf Terminal,Staatsgrenze Spielfeld,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 194.4 ,Wundschuh,6070,Kalsdorf - Werndorf Terminal,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,761","3,759","3,605","3,787","3,779","1,264",266,Messung,
A09, 194.4 ,Wundschuh,6070,Kalsdorf - Werndorf Terminal,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 194.4 ,Wundschuh,6070,Werndorf Terminal - Kalsdorf,Kn. Voralpenkreuz,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 194.4 ,Wundschuh,6070,Werndorf Terminal - Kalsdorf,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,699","3,744","5,260","3,796","2,697",671,396,Messung,
A09, 194.4 ,Wundschuh,6070,Werndorf Terminal - Kalsdorf,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 194.4 ,Wundschuh,6070,gesamt,gesamt,Kfz,-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 194.4 ,Wundschuh,6070,gesamt,gesamt,"Kfz > 3,5t hzG","5,460","7,503","8,865","7,583","6,476","1,935",662,Messung,
A09, 194.4 ,Wundschuh,6070,gesamt,gesamt,"Kfz <= 3,5t hzG",-1,-1,-1,-1,-1,-1,-1,Ausfall,
A09, 198.1 ,Werndorf Terminal,804,Werndorf Terminal - Wildon,Staatsgrenze Spielfeld,Kfz,"22,671","26,657","24,877","26,129","29,098","17,846","11,937",Messung,
A09, 198.1 ,Werndorf Terminal,804,Werndorf Terminal - Wildon,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,369","3,213","3,024","3,218","3,315","1,169",214,Messung,
A09, 198.1 ,Werndorf Terminal,804,Werndorf Terminal - Wildon,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","20,302","23,444","21,853","22,911","25,783","16,677","11,723",Messung,
A09, 198.1 ,Werndorf Terminal,804,Wildon - Werndorf Terminal,Kn. Voralpenkreuz,Kfz,"24,812","26,582","28,329","26,465","25,835","20,780","21,307",Messung,
A09, 198.1 ,Werndorf Terminal,804,Wildon - Werndorf Terminal,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,310","3,196","4,714","3,230","2,195",614,343,Messung,
A09, 198.1 ,Werndorf Terminal,804,Wildon - Werndorf Terminal,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","22,502","23,386","23,615","23,235","23,640","20,166","20,964",Messung,
A09, 198.1 ,Werndorf Terminal,804,gesamt,gesamt,Kfz,"47,483","53,239","53,206","52,594","54,933","38,626","33,244",Messung,
A09, 198.1 ,Werndorf Terminal,804,gesamt,gesamt,"Kfz > 3,5t hzG","4,679","6,409","7,738","6,448","5,510","1,783",557,Messung,
A09, 198.1 ,Werndorf Terminal,804,gesamt,gesamt,"Kfz <= 3,5t hzG","42,804","46,830","45,468","46,146","49,423","36,843","32,687",Messung,
A09, 208.0 ,Steinberg,817,Lebring - Leibnitz,Staatsgrenze Spielfeld,Kfz,"17,588","20,619","18,671","20,025","23,333","14,310","9,167","3,2% Tage geschätzt",
A09, 208.0 ,Steinberg,817,Lebring - Leibnitz,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,146","2,892","2,647","2,887","3,055","1,147",202,Messung,
A09, 208.0 ,Steinberg,817,Lebring - Leibnitz,Staatsgrenze Spielfeld,"Kfz <= 3,5t hzG","15,442","17,727","16,024","17,138","20,278","13,163","8,965","3,2% Tage geschätzt",
A09, 208.0 ,Steinberg,817,Leibnitz - Lebring,Kn. Voralpenkreuz,Kfz,"20,105","20,964","22,776","20,723","20,504","17,446","18,872",Messung,
A09, 208.0 ,Steinberg,817,Leibnitz - Lebring,Kn. Voralpenkreuz,"Kfz > 3,5t hzG","2,108","2,900","4,339","2,923","1,976",595,343,Messung,
A09, 208.0 ,Steinberg,817,Leibnitz - Lebring,Kn. Voralpenkreuz,"Kfz <= 3,5t hzG","17,997","18,064","18,437","17,800","18,528","16,851","18,529",Messung,
A09, 208.0 ,Steinberg,817,gesamt,gesamt,Kfz,"37,693","41,583","41,447","40,748","43,837","31,756","28,039","3,2% Tage geschätzt",
A09, 208.0 ,Steinberg,817,gesamt,gesamt,"Kfz > 3,5t hzG","4,254","5,792","6,986","5,810","5,031","1,742",545,Messung,
A09, 208.0 ,Steinberg,817,gesamt,gesamt,"Kfz <= 3,5t hzG","33,439","35,791","34,461","34,938","38,806","30,014","27,494","3,2% Tage geschätzt",
A09, 218.9 ,Gabersdorf,463,Leibnitz - Vogau Straß,Staatsgrenze Spielfeld,Kfz,"13,956","16,294","14,486","15,665","19,015","11,483","7,419",Messung,
A09, 218.9 ,Gabersdorf,463,Leibnitz - Vogau Straß,Staatsgrenze Spielfeld,"Kfz > 3,5t hzG","2,033","2,730","2,448","2,720","2,923","1,134",194,Messung,
